Version,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
艦船ID,図鑑番号,艦名,読み,艦種,改装Lv,改装後,耐久,装甲,火力,雷撃,対空,運,速力,射程,スロット数,搭載数,建造時間,解体資源,近代化改修,レア,ドロップ文章,改装弾薬,改装鋼材,搭載燃料,搭載弾薬,ボイス,回避,対潜,索敵,初期装備,制空値,加重対空値
625,0,水母棲姫,,16,0,0,"[350,350]","[150,150]","[75,75]","[88,88]","[70,70]",null,5,0,4,"[0,0,0,32,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[550,550,541,554,-1]",22,88
626,0,水母棲姫,,16,0,0,"[350,350]","[175,175]","[95,95]","[98,98]","[80,80]",null,5,0,4,"[0,0,0,64,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[550,550,541,555,-1]",72,89
627,0,水母棲姫,,16,0,0,"[350,350]","[195,195]","[115,115]","[98,98]","[90,90]",null,5,0,4,"[0,0,0,96,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[550,550,541,555,-1]",88,90
628,0,防空棲姫,,2,0,0,"[255,255]","[273,273]","[130,130]","[85,85]","[300,300]",null,10,0,3,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[553,553,559,-1,-1]",0,154
629,0,防空棲姫,,2,0,0,"[255,255]","[303,303]","[160,160]","[90,90]","[360,360]",null,10,0,3,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[553,553,559,-1,-1]",0,157
630,0,防空棲姫,,2,0,0,"[255,255]","[333,333]","[190,190]","[95,95]","[390,390]",null,10,0,3,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[553,553,531,-1,-1]",0,174
631,0,飛行場姫,,10,0,0,"[500,500]","[160,160]","[85,85]","[0,0]","[120,120]",null,0,0,4,"[98,98,98,98,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[556,548,558,549,-1]",206,21
632,0,飛行場姫,,10,0,0,"[500,500]","[175,175]","[90,90]","[0,0]","[130,130]",null,0,0,4,"[98,98,98,98,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[556,557,558,549,-1]",206,22
633,0,飛行場姫,,10,0,0,"[500,500]","[190,190]","[95,95]","[0,0]","[140,140]",null,0,0,4,"[98,98,98,98,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[556,557,558,558,-1]",216,23
634,0,離島棲鬼,,10,0,0,"[450,450]","[155,155]","[150,150]","[0,0]","[100,100]",null,0,0,4,"[90,90,90,90,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[556,557,548,549,-1]",150,20
635,0,離島棲鬼,,10,0,0,"[450,450]","[170,170]","[165,165]","[0,0]","[110,110]",null,0,0,4,"[90,90,90,90,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[556,548,558,549,-1]",197,20
636,0,離島棲鬼,,10,0,0,"[450,450]","[185,185]","[180,180]","[0,0]","[120,120]",null,0,0,4,"[90,90,90,90,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[556,557,558,558,-1]",207,21
637,0,PT小鬼群,,2,0,0,"[9,9]","[19,19]","[9,9]","[88,88]","[12,12]",null,10,0,2,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[515,-1,-1,-1,-1]",0,6
638,0,PT小鬼群,,2,0,0,"[9,9]","[29,29]","[9,9]","[98,98]","[18,18]",null,10,0,2,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[515,515,-1,-1,-1]",0,8
639,0,PT小鬼群,,2,0,0,"[15,15]","[29,29]","[15,15]","[98,98]","[18,18]",null,10,0,2,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[515,515,-1,-1,-1]",0,8
640,0,PT小鬼群,,2,0,0,"[18,18]","[39,39]","[18,18]","[118,118]","[24,24]",null,10,0,2,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[515,515,-1,-1,-1]",0,9
641,0,軽巡棲姫,,3,0,0,"[230,230]","[145,145]","[64,64]","[93,93]","[50,50]",null,10,0,4,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[511,511,515,560,-1]",0,14
642,0,軽巡棲姫,,3,0,0,"[290,290]","[175,175]","[74,74]","[96,96]","[55,55]",null,10,0,4,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[511,511,515,560,-1]",0,14
643,0,軽巡棲姫,,3,0,0,"[330,330]","[185,185]","[79,79]","[99,99]","[55,55]",null,10,0,4,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[511,511,515,560,-1]",0,14
644,0,潜水棲姫,,13,0,0,"[110,110]","[53,53]","[50,50]","[140,140]","[0,0]",null,5,0,3,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[515,515,515,-1,-1]",0,0
645,0,潜水棲姫,,13,0,0,"[130,130]","[73,73]","[70,70]","[155,155]","[0,0]",null,5,0,3,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[541,515,515,-1,-1]",0,0
646,0,潜水棲姫,,13,0,0,"[160,160]","[93,93]","[90,90]","[170,170]","[0,0]",null,5,0,3,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[541,541,515,-1,-1]",0,0
647,0,駆逐水鬼,,2,0,0,"[255,255]","[150,150]","[100,100]","[110,110]","[70,70]",null,10,0,4,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[502,502,515,531,-1]",0,31
648,0,駆逐水鬼,,2,0,0,"[255,255]","[170,170]","[120,120]","[120,120]","[80,80]",null,10,0,4,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[502,502,515,531,-1]",0,32
649,0,駆逐水鬼,,2,0,0,"[255,255]","[180,180]","[140,140]","[130,130]","[90,90]",null,10,0,4,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[502,502,541,531,-1]",0,33
650,0,飛行場姫,,10,0,0,"[500,500]","[140,140]","[50,50]","[0,0]","[120,120]",null,0,0,4,"[12,12,6,6,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[561,561,561,561,-1]",34,21
651,0,飛行場姫,,10,0,0,"[500,500]","[140,140]","[60,60]","[0,0]","[120,120]",null,0,0,4,"[24,12,6,6,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[562,561,561,561,-1]",48,21
652,0,飛行場姫,,10,0,0,"[500,500]","[140,140]","[70,70]","[0,0]","[120,120]",null,0,0,4,"[24,24,12,12,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[562,562,561,561,-1]",68,21
653,0,集積地棲姫,,10,0,0,"[600,600]","[100,100]","[70,70]","[88,88]","[60,60]",null,0,0,4,"[12,12,6,6,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[561,561,561,561,-1]",34,15
654,0,集積地棲姫,,10,0,0,"[600,600]","[130,130]","[90,90]","[98,98]","[70,70]",null,0,0,4,"[24,12,6,6,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[562,561,561,561,-1]",48,16
655,0,集積地棲姫,,10,0,0,"[600,600]","[160,160]","[130,130]","[118,118]","[80,80]",null,0,0,4,"[24,24,12,12,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[562,562,561,561,-1]",68,17
656,0,集積地棲姫-壊,,10,0,0,"[380,380]","[130,130]","[130,130]","[88,88]","[70,70]",null,0,0,4,"[24,12,6,6,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[562,561,561,561,-1]",48,16
657,0,集積地棲姫-壊,,10,0,0,"[430,430]","[160,160]","[160,160]","[98,98]","[80,80]",null,0,0,4,"[24,24,12,12,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[562,562,561,561,-1]",68,17
658,0,集積地棲姫-壊,,10,0,0,"[480,480]","[190,190]","[190,190]","[118,118]","[90,90]",null,0,0,4,"[36,24,24,12,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[562,562,562,561,-1]",88,18
659,0,重巡棲姫,,5,0,0,"[350,350]","[145,145]","[100,100]","[66,66]","[72,72]",null,10,0,4,null,0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[563,563,515,564,-1]",0,0
660,0,重巡棲姫,,5,0,0,"[350,350]","[175,175]","[130,130]","[74,74]","[79,79]",null,10,0,4,null,0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[563,563,515,564,-1]",0,0
661,0,重巡棲姫,,5,0,0,"[350,350]","[195,195]","[160,160]","[82,82]","[86,86]",null,10,0,4,null,0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[563,563,515,564,-1]",0,0
662,0,重巡棲姫,,5,0,0,"[370,370]","[158,158]","[130,130]","[74,74]","[79,79]",null,10,0,4,null,0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[563,563,541,564,-1]",0,0
663,0,重巡棲姫,,5,0,0,"[380,380]","[188,188]","[160,160]","[82,82]","[86,86]",null,10,0,4,null,0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[563,563,541,564,-1]",0,0
664,0,重巡棲姫,,5,0,0,"[390,390]","[208,208]","[190,190]","[90,90]","[93,93]",null,10,0,4,null,0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[563,563,541,564,-1]",0,0
665,0,砲台小鬼,,9,0,0,"[130,130]","[110,110]","[100,100]","[0,0]","[65,65]",null,0,0,4,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[565,565,539,567,-1]",0,76
666,0,砲台小鬼,,9,0,0,"[130,130]","[105,105]","[100,100]","[0,0]","[75,75]",null,0,0,4,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[565,540,539,567,-1]",0,149
667,0,砲台小鬼,,9,0,0,"[130,130]","[100,100]","[100,100]","[0,0]","[85,85]",null,0,0,4,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[565,553,539,567,-1]",0,138
668,0,離島棲姫,,11,0,0,"[480,480]","[190,190]","[150,150]","[0,0]","[120,120]",null,0,0,4,"[16,12,12,8,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[562,561,561,566,-1]",59,21
669,0,離島棲姫,,11,0,0,"[480,480]","[190,190]","[150,150]","[0,0]","[120,120]",null,0,0,4,"[20,18,18,8,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[562,561,566,566,-1]",82,21
670,0,離島棲姫,,11,0,0,null,null,null,null,null,null,0,0,4,null,0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,null,0,0
671,0,離島棲姫,,10,0,0,"[480,480]","[190,190]","[180,180]","[0,0]","[120,120]",null,0,0,4,"[0,0,32,32,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[565,565,566,566,-1]",78,21
672,0,離島棲姫,,9,0,0,"[480,480]","[190,190]","[180,180]","[0,0]","[120,120]",null,0,0,4,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[565,565,540,567,-1]",0,105
901,0,Xmas那珂,なか,3,0,0,"[26,39]","[11,29]","[14,39]","[24,79]","[13,49]","[10,49]",10,2,2,"[1,1,0,0,0]",60,"[2,2,10,0]","[0,1,0,1]",2,,0,0,25,25,0,null,null,null,null,0,0
902,0,Xmas那珂改二,なか,3,0,0,"[48,62]","[29,68]","[22,68]","[28,84]","[24,72]","[13,69]",10,2,3,"[1,1,1,0,0]",60,"[2,2,10,0]","[1,1,1,2]",6,,0,0,25,35,1,null,null,null,null,0,0
903,0,Xmas時雨改二,しぐれ,2,0,0,"[31,49]","[14,52]","[13,57]","[28,84]","[24,72]","[50,79]",10,1,3,"[0,0,0,0,0]",22,"[1,2,10,0]","[2,2,1,1]",6,,0,0,15,20,3,null,null,null,null,0,0
904,0,Xmas龍驤,りゅうじょう,7,0,0,"[31,54]","[17,39]","[0,19]","[0,0]","[16,29]","[10,49]",10,1,3,"[9,24,5,0,0]",170,"[2,2,14,4]","[0,0,2,2]",4,,0,0,35,35,0,null,null,null,null,0,0
905,0,Xmas龍驤改二,りゅうじょう,7,0,0,"[50,72]","[28,62]","[0,40]","[0,0]","[24,48]","[15,59]",10,1,4,"[18,28,6,3,0]",170,"[4,12,22,6]","[0,0,3,3]",6,,0,0,40,45,1,null,null,null,null,0,0
906,0,Xmas漣,さざなみ,2,0,0,"[15,29]","[5,19]","[10,29]","[27,69]","[12,39]","[10,49]",10,1,2,"[0,0,0,0,0]",20,"[1,1,5,0]","[0,1,0,0]",2,,0,0,15,20,0,null,null,null,null,0,0
907,0,年末曙,あけぼの,2,0,0,"[15,29]","[5,19]","[10,29]","[27,69]","[12,39]","[10,49]",10,1,2,"[0,0,0,0,0]",20,"[1,1,5,0]","[0,1,0,0]",1,,0,0,15,20,0,null,null,null,null,0,0
908,0,正月夕立改二,ゆうだち,2,0,0,"[31,58]","[14,52]","[17,73]","[37,93]","[16,59]","[20,59]",10,1,3,"[0,0,0,0,0]",22,"[1,2,10,0]","[2,2,1,1]",6,,0,0,15,20,1,null,null,null,null,0,0
909,0,正月明石,あかし,19,0,0,"[39,48]","[7,19]","[4,14]","[0,0]","[10,24]","[10,39]",5,1,3,"[0,0,0,0,0]",220,"[3,1,15,3]","[0,0,1,1]",6,,0,0,50,10,1,null,null,null,null,0,0
910,0,正月明石改,あかし,19,0,0,"[45,58]","[9,27]","[6,24]","[0,0]","[16,36]","[12,49]",5,1,4,"[0,0,0,0,0]",150,"[3,2,16,3]","[0,0,1,1]",7,,0,0,55,15,3,null,null,null,null,0,0
911,0,正月大淀,おおよど,3,0,0,"[34,47]","[19,34]","[24,48]","[0,39]","[18,62]","[24,69]",10,2,3,"[0,6,6,0,0]",80,"[4,2,14,2]","[1,0,2,2]",6,,0,0,35,30,1,null,null,null,null,0,0
912,0,正月大淀改,おおよど,3,0,0,"[47,64]","[32,68]","[32,63]","[0,49]","[22,74]","[30,79]",10,2,4,"[0,6,6,0,0]",80,"[4,3,14,3]","[2,0,2,2]",7,,0,0,35,35,3,null,null,null,null,0,0
913,0,Valentine睦月,むつき,2,0,0,"[13,24]","[5,18]","[6,29]","[18,59]","[7,29]","[12,49]",10,1,2,"[0,0,0,0,0]",18,"[1,1,4,0]","[1,1,0,0]",3,,0,0,15,15,0,null,null,null,null,0,0
914,0,Valentine如月,きさらぎ,2,0,0,"[13,24]","[5,18]","[6,29]","[18,49]","[7,29]","[10,49]",10,1,2,"[0,0,0,0,0]",18,"[1,1,4,0]","[0,1,0,0]",2,,0,0,15,15,0,null,null,null,null,0,0
915,0,Valentine叢雲,むらくも,2,0,0,"[15,29]","[5,19]","[10,29]","[27,69]","[10,39]","[10,49]",10,1,2,"[0,0,0,0,0]",20,"[1,1,5,0]","[0,1,0,0]",2,,0,0,15,20,0,null,null,null,null,0,0
916,0,Valentine時雨改二,しぐれ,2,0,0,"[31,49]","[14,52]","[13,57]","[28,84]","[24,72]","[50,79]",10,1,3,"[0,0,0,0,0]",22,"[1,2,10,0]","[2,2,1,1]",6,,0,0,15,20,3,null,null,null,null,0,0
917,0,Valentine浜風,はまかぜ,2,0,0,"[16,34]","[6,19]","[10,29]","[24,69]","[13,42]","[15,49]",10,1,2,"[0,0,0,0,0]",24,"[1,1,6,0]","[0,1,0,1]",4,,0,0,15,20,0,null,null,null,null,0,0
918,0,梅雨祥鳳,しょうほう,7,0,0,"[32,55]","[19,39]","[0,19]","[0,0]","[14,29]","[10,49]",10,1,3,"[18,9,3,0,0]",160,"[2,2,13,4]","[0,0,2,2]",4,,0,0,35,35,0,null,null,null,null,0,0
919,0,梅雨村雨改,むらさめ,2,0,0,"[30,57]","[14,49]","[12,49]","[28,79]","[15,49]","[12,59]",10,1,3,"[0,0,0,0,0]",22,"[1,2,10,0]","[1,1,1,1]",4,,0,0,15,20,1,null,null,null,null,0,0
920,0,梅雨高波,たかなみ,2,0,0,"[16,34]","[6,19]","[10,30]","[24,69]","[9,39]","[8,44]",10,1,2,"[0,0,0,0,0]",24,"[1,1,6,0]","[0,1,0,1]",4,,0,0,15,20,1,null,null,null,null,0,0
